frame,ID,X,Y,Class,Color,Position
133,20,400,259,Player,blue,Defense
133,23,460,458,Player,white,Attack
133,28,346,367,Player,blue,Defense
133,67,422,508,Player,blue,Defense
133,72,428,505,Player,blue,Defense
133,102,310,447,Ball,white,Ball
133,104,358,402,Player,blue,Defense
140,5,394,493,Player,blue,Defense
140,6,385,525,Player,white,Attack
140,20,450,319,Player,blue,Defense
140,72,455,560,Player,blue,Defense
140,102,343,516,Ball,white,Ball
140,107,392,457,Player,blue,Defense
147,5,466,476,Player,blue,Defense
147,6,448,520,Player,white,Attack
147,20,572,297,Player,blue,Defense
147,67,452,419,Player,blue,Defense
147,72,525,541,Player,blue,Defense
147,102,410,515,Ball,white,Ball
147,107,470,425,Player,blue,Defense
154,5,330,463,Player,blue,Defense
154,6,323,501,Player,white,Attack
154,28,332,433,Player,blue,Defense
154,72,386,511,Player,blue,Defense
154,102,312,498,Ball,white,Ball
161,5,294,482,Player,blue,Defense
161,6,287,517,Player,white,Attack
